track_name,track_id,danceability,acousticness,energy,tempo,instrumentalness,loudness,liveness,duration_ms,key,valence,speechiness
Smoke on the Water,5SAUIWdZ04OxYfJFDchC7S,0.632,0.0983,0.586,114.243,0.581,-11.333,0.0535,342173,0,0.89,0.0284
Dust in the Wind,6zeE5tKyr8Nu882DQhhSQI,0.475,0.367,0.322,93.503,0.00056,-10.687,0.11,206267,7,0.387,0.0283
Pour Some Sugar On Me - Remastered 2017,0PdM2a6oIjqepoEfcJo0RO,0.267,0.00211,0.953,84.989,0.0,-4.899,0.283,267307,1,0.568,0.096
When I Come Around,1Dr1fXbc2IxaK1Mu8P8Khz,0.531,0.0175,0.909,97.546,0.0,-4.236,0.231,178000,11,0.814,0.034
Losing My Religion,4d9RTWdrFLVAGhdzvqxkwn,0.7,0.0943,0.686,125.412,1.93e-06,-10.338,0.0847,268933,9,0.815,0.0279
No One Knows,6y20BV5L33R8YXM0YuI38N,0.509,0.0368,0.584,170.411,9.96e-05,-4.907,0.384,278747,0,0.685,0.057
Born to Run,6hTcuIQa0sxrrByu9wTD7s,0.27,0.00501,0.944,146.347,2.05e-05,-4.199,0.116,269920,4,0.606,0.0975
Whiskey In The Jar,2uLx3Gka9TGCz9Zgu7Uwav,0.557,0.531,0.693,127.531,0.00141,-11.044,0.196,345187,7,0.747,0.0445
Just What I Needed,4alHo6RGd0D3OUbTPExTHN,0.619,0.0152,0.579,127.224,6.4e-05,-9.307,0.0858,225627,4,0.69,0.0473
When Doves Cry,51H2y6YrNNXcy3dfc3qSbA,0.729,0.0102,0.989,126.47,4.45e-05,-4.613,0.443,352906,9,0.84,0.049
(Don't Fear) The Reaper,5QTxFnGygVM4jFQiBovmRo,0.333,0.0029,0.927,141.466,0.000208,-8.55,0.297,308120,9,0.385,0.0733
1979 - Remastered 2012,5QLHGv0DfpeXLNFo7SFEy1,0.767,0.0163,0.787,126.879,0.583,-9.897,0.0513,266200,3,0.964,0.0331
Life in the Fast Lane - 2013 Remaster,6gXrEUzibufX9xYPk3HD5p,0.667,0.0966,0.755,109.535,6.94e-05,-7.246,0.0523,286220,9,0.883,0.069
Uprising,4VqPOruhp5EdPBeR92t6lQ,0.602,0.000202,0.905,128.019,0.064,-4.046,0.117,304840,2,0.411,0.0775
Say It Ain't So,4YPhn26bIFm2KUkL1VLzQG,0.635,0.00328,0.435,76.098,6.78e-06,-7.521,0.071,256880,3,0.459,0.031
All Right Now,7IhkWF9zpiYKlU7CxHxYT9,0.766,0.25,0.446,119.774,0.000704,-13.079,0.318,332907,2,0.743,0.0867
Sweet Emotion,24NwBd5vZ2CK8VOQVnqdxr,0.38,0.00298,0.76,99.437,0.0294,-10.961,0.104,274133,9,0.491,0.0378
Surrender,669cOBjpY4Y5O98Nmk6139,0.524,0.00757,0.953,133.828,5.02e-06,-7.097,0.771,253827,0,0.869,0.0416
Welcome To The Jungle,0eFvoRSTTaR2q8bSWVjwfp,0.456,0.0301,0.978,123.411,0.499,-4.869,0.313,271867,10,0.327,0.112
Free Bird,4JNi40t7xR5bO3PWxRkiPN,0.279,0.0119,0.852,117.418,0.076,-7.838,0.0624,558933,7,0.438,0.0511
"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,0.601,0.432,0.532,136.571,6.25e-06,-9.119,0.0925,281613,10,0.341,0.0286
Should I Stay or Should I Go - Remastered,39shmbIHICJ2Wxnk1fPSdz,0.743,0.0804,0.836,113.375,0.0,-6.465,0.384,188987,2,0.82,0.116
You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,0.532,0.00287,0.767,127.361,0.000513,-5.509,0.39,210173,7,0.755,0.0574
Money - 2011 Remastered Version,3aoDEt6zSuYQ47gzarlaVo,0.469,0.0241,0.537,124.193,0.00201,-10.421,0.269,382834,9,0.783,0.152
Crazy Train,2b9lp5A6CqSzwOrBfAFhof,0.453,0.36,0.905,137.571,0.000569,-4.001,0.26,296200,9,0.474,0.115
Black Hole Sun,2EoOZnxNgtmZaD8uUmz2nD,0.35,0.000217,0.828,105.435,0.000161,-5.373,0.0774,318587,6,0.147,0.041
Sharp Dressed Man - 2008 Remaster,1UBQ5GK8JaQjm5VbkBZY66,0.601,0.000359,0.859,125.145,0.00124,-5.263,0.0871,258027,5,0.446,0.0276
Tumbling Dice,4hq0S6wznq7SHDyMOFXL9i,0.615,0.5,0.91,111.013,0.511,-4.248,0.281,226333,11,0.77,0.0347
Here I Go Again - 2018 Remaster,1qOU8KzFifXE9YrgjVwYvc,0.292,0.0117,0.823,89.939,7.79e-05,-6.763,0.155,275395,7,0.244,0.0407
White Rabbit,4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.486,0.293,106.798,0.000273,-12.503,0.0864,150640,2,0.322,0.0272
What Is Life - Remastered 2014,76TpWFiK5YCgw1hy26DWZp,0.468,0.00654,0.833,131.248,0.000332,-5.847,0.326,264413,4,0.884,0.0324
Mary Jane's Last Dance,5eYwDBLucWfWI5KsV7oYX2,0.402,0.0383,0.814,170.02,1.19e-06,-4.954,0.266,272267,10,0.516,0.14
Sunshine Of Your Love,5y4761pjcksXs1hNsCmc4n,0.691,0.389,0.592,115.152,3.29e-05,-8.089,0.124,250400,2,0.736,0.0366
What I Got,7lksFyVBmmkYBTVQcxnvC3,0.79,0.0149,0.687,95.578,0.000319,-7.571,0.323,171080,7,0.628,0.101
Brass in Pocket - 2006 Remaster,1QaJWSCk3UMKLotnPCIHh1,0.751,0.368,0.703,97.931,0.00123,-5.687,0.196,185960,9,0.907,0.0287
Learn to Fly,5OQsiBsky2k2kDKy2bX2eT,0.465,1.83e-05,0.919,135.997,2.07e-05,-4.025,0.262,235293,4,0.537,0.0408
Back In The U.S.S.R. - 2018 Mix,5Ly2g3fnof2iFE8zsQZJX2,0.51,0.00102,0.893,142.657,5.85e-05,-9.267,0.201,163467,9,0.934,0.0342
Sunday Bloody Sunday - Remastered 2008,4nuUssdgKFy2QyYHHNkZQW,0.543,0.402,0.944,101.174,0.000564,-7.495,0.0373,279440,6,0.735,0.0543
Need You Tonight,5eU8qMd0TpaLqTGDZJaLDs,0.801,0.0713,0.723,109.03,0.154,-4.985,0.0675,180518,10,0.883,0.0689
Peace of Mind,3sY6z4pGcxpMwx3W026WtU,0.421,0.000989,0.677,127.67,9.65e-05,-6.183,0.211,303587,4,0.683,0.0343
Take Me Home Tonight,7b4yGtR0rujvLi5EBfKKJ2,0.608,0.101,0.768,132.699,1.41e-06,-9.911,0.0942,211160,1,0.748,0.0364
Iron Man - 2012 - Remaster,3IOQZRcEkplCXg6LofKqE9,0.336,0.00351,0.792,155.587,0.00175,-10.875,0.0437,355304,9,0.427,0.084
Old Time Rock & Roll,1lhpxZT57yw5toGJtt8fGE,0.713,0.219,0.931,124.127,0.0,-2.965,0.0694,194147,6,0.963,0.0394
Sabotage,0Puj4YlTm6xNzDDADXHMI9,0.324,0.032,0.938,168.131,0.0321,-7.332,0.0961,178440,6,0.543,0.102
Riders on the Storm,14XWXWv5FoCbFzLksawpEe,0.55,0.25,0.722,103.886,0.0129,-11.729,0.11,434720,11,0.716,0.0283
Man in the Box,6gZVQvQZOFpzIy3HblJ20F,0.355,0.00045,0.791,106.392,0.0,-7.565,0.0969,285200,8,0.758,0.0453
Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G,0.575,0.683,0.318,104.522,0.000202,-16.729,0.0934,254173,0,0.385,0.109
Hey Joe,0NWPxcsf5vdjdiFUI8NgkP,0.346,0.00603,0.768,169.492,0.38,-5.695,0.0244,210160,9,0.532,0.0377
The Joker,371VkfwKiXJxgH5ZPoQNHD,0.596,0.365,0.448,83.293,5.3e-06,-9.616,0.206,264504,5,0.796,0.0396
Go Your Own Way,0FeCO85RKW8fDRytwXof2x,0.597,0.0219,0.812,135.68,0.00106,-12.062,0.102,218400,5,0.823,0.0315
I Want You to Want Me,1JkZg3eMQTmTn93E8Yd3UL,0.806,0.78,0.462,92.726,0.0134,-12.778,0.15,191227,2,0.736,0.0298
D'yer Mak'er - Remaster,4ItljeeAXtHsnsnnQojaO2,0.525,0.262,0.929,163.503,2.9e-05,-8.56,0.0754,262748,9,0.556,0.0784
Bang a Gong (Get It On) - 2003 Remaster,6FsQrRpBLgsrFeAeiQqytm,0.729,0.157,0.818,125.814,0.284,-9.992,0.195,267000,2,0.906,0.0732
Red Barchetta,6UGHk2cmbDC1oidVjXcCKo,0.528,0.0174,0.921,144.368,0.000186,-7.64,0.0472,370427,2,0.298,0.0524
Runnin' With The Devil,3gLlcZQMvpwgtV9THHXrGp,0.432,0.0206,0.88,95.59,0.000191,-5.769,0.185,216733,1,0.527,0.0656
Barracuda,4KfSdst7rW39C0sfhArdrz,0.548,0.015,0.691,137.145,0.106,-13.553,0.144,261933,4,0.667,0.0369
I Want To Hold Your Hand - Remastered 2015,4pbG9SUmWIvsROVLF0zF9s,0.49,0.386,0.715,130.726,0.0,-5.549,0.311,145747,7,0.866,0.0476
Long Train Runnin',4nXkbcTj3nyww1cHkw5RAP,0.575,0.0916,0.912,117.399,0.00211,-7.275,0.0562,207267,7,0.843,0.0393
I Wanna Be Your Dog - 2019 Remaster,79MMMdYL00iwKVHBSAUkLY,0.523,0.0878,0.941,120.67,0.148,-4.444,0.106,192324,4,0.145,0.0377
Honky Tonk Women - Mono Version,3RZMzCvYsmJ0u2ioKTOsmJ,0.562,0.363,0.779,119.602,0.0292,-6.705,0.066,179387,7,0.967,0.0592
Mississippi Queen,4vO9dmzNRqDhFY3jD1a3P7,0.581,0.0987,0.624,139.714,0.0,-8.346,0.0411,151293,9,0.637,0.0777
Behind Blue Eyes - Original Album Version,6Qg7cgN1oZ5mG5nZe9UG0X,0.399,0.229,0.518,127.084,0.00122,-10.637,0.262,223333,7,0.285,0.0318
American Pie,1fDsrQ23eTAVFElUMaf38X,0.531,0.699,0.481,138.45,0.0,-11.709,0.0842,516893,4,0.491,0.06
Interstate Love Song - 2019 Remaster,6qLEOZvf5gI7kWE63JE7p3,0.215,0.000273,0.927,170.814,0.00661,-7.327,0.126,194853,9,0.49,0.0452
Magic Carpet Ride,6qnhXRedMi71TBYRc9jm4o,0.616,0.0215,0.777,111.732,0.075,-12.179,0.0512,260240,4,0.786,0.0549
Midnight Rider,7J4WbEdRTZGJDsSr5AACCw,0.392,0.515,0.334,189.394,0.0946,-18.294,0.0892,179933,7,0.621,0.0319
Jane Says,7c1Dar0pIAW7w5TzaGjt9t,0.402,0.0385,0.597,81.806,2.09e-06,-9.258,0.109,287000,2,0.496,0.0327
She Sells Sanctuary,3qLZ866ZfaK0B0R5FIqXLG,0.55,4.76e-06,0.765,139.46,0.873,-8.684,0.132,252533,7,0.419,0.0287
The Boys Of Summer,4gvea7UlDkAvsJBPZAd4oB,0.516,0.501,0.549,176.941,0.00572,-13.741,0.184,288733,6,0.907,0.0373
Somebody To Love - Remastered 2011,3vCHmbyOgc6pgwLUWfU4pF,0.461,0.169,0.69,110.915,1.01e-06,-6.958,0.113,296480,8,0.353,0.0611
All Day and All of the Night,3okPiJwW5nCLpug12sCL4p,0.563,0.247,0.915,136.345,8.46e-05,-5.062,0.0613,142227,7,0.71,0.08
My Sharona,1HOMkjp0nHMaTnfAkslCQj,0.586,0.0589,0.7,147.245,0.00125,-9.558,0.0318,295400,0,0.897,0.0363
Feel like Makin' Love - 2015 Remaster,3KPwt1LBpt1jVSHz8GXERo,0.543,0.326,0.529,85.126,0.00269,-9.717,0.709,313840,7,0.746,0.0301
Ramble On - 1990 Remaster,3MODES4TNtygekLl146Dxd,0.468,0.072,0.607,98.429,0.000852,-11.367,0.225,263333,9,0.886,0.0336
Me and Bobby McGee,1IqFh00G2kvvMm8pRMpehA,0.43,0.303,0.463,93.405,5.84e-05,-10.96,0.152,271333,2,0.66,0.0442
My Generation - Mono Version,45s88Xopo6KvHc0PQ05aGg,0.299,0.14,0.787,94.798,0.0,-7.93,0.292,198867,0,0.716,0.069
Light My Fire,5uvosCdMlFdTXhoazkTI5R,0.413,0.369,0.725,124.618,2.16e-05,-5.787,0.0905,429760,3,0.44,0.0324
BREAK MY SOUL,2KukL7UlQ8TdvpaA7bY3ZJ,0.687,0.0575,0.887,114.941,2.21e-06,-5.04,0.27,278282,1,0.853,0.0826
The Drop,013PVeWEFQio3XHFH9rIC6,0.869,0.0113,0.838,122.018,0.269,-4.515,0.0583,121987,0,0.717,0.0663
Ferrari,5xKJI9aPQhuTdTq8BrJ8fL,0.844,0.0129,0.688,124.992,5.39e-05,-7.879,0.0492,185662,1,0.695,0.049
Afraid To Feel,40SBS57su9xLiE1WqkXOVr,0.578,0.0166,0.912,127.87,0.00362,-3.929,0.273,177525,1,0.68,0.114
Massive,28JBD8p18xNuOfyV7Cotdn,0.499,0.114,0.671,124.994,0.0169,-6.774,0.148,336924,4,0.0557,0.0561
Deep Down (feat. Never Dull),7MIhUdNJtaOnDmC5nBC1fb,0.687,0.0112,0.818,125.952,0.0,-4.221,0.248,165753,0,0.886,0.0778
LOW,4Ko0kuCmsJW0HMKkQM7Xw8,0.678,0.00155,0.807,126.024,0.00284,-5.965,0.292,203288,9,0.271,0.0383
Giving Up,61rELAKbEKXdidjxXviWd0,0.377,0.0279,0.951,133.931,0.253,-4.015,0.129,203751,11,0.298,0.0482
pogo,404b6bC4GIxPsNssJmfC1f,0.729,0.0424,0.973,124.957,0.205,-2.761,0.333,207360,4,0.687,0.0759
On Repeat,4xbXuRfZ2ZLktw5QEdGYnX,0.609,0.0246,0.801,122.958,0.00255,-8.483,0.37,190217,1,0.202,0.0694
21 Reasons (feat. Ella Henderson),1RF02Cf80mTaeNXG2P2boR,0.621,0.0165,0.785,123.96,5.92e-06,-4.499,0.0512,155253,6,0.779,0.11
365 (Thr33 6ix 5ive),5Q4MxA344M8VyFieIC4YTk,0.788,0.00629,0.96,123.99,0.00673,-4.684,0.0878,151284,7,0.8,0.0499
Kernkraft 400 (A Better Day),3kcKlOkQQEPVwxwljbGJ5p,0.623,0.184,0.727,125.975,2.02e-05,-5.57,0.309,165800,11,0.4,0.0562
Do It Better (feat. Zoe Wees),1kwHrBWAlucOE57lWugotk,0.677,0.0818,0.804,122.111,1.92e-05,-5.337,0.158,170046,1,0.41,0.0677
Potion (with Dua Lipa & Young Thug),7fYRg3CEbk6rNCuzNzMT06,0.824,0.158,0.697,99.988,4.11e-05,-4.869,0.077,214460,11,0.757,0.0473
Falling Back,1vbn9fEyw1IYhqgZJdu9ZB,0.718,0.238,0.758,118.989,0.00653,-8.29,0.11,266179,10,0.349,0.0703
Ubumnandi (feat. Nia Pearl & MDU a.k.a TRP),5ADJ5bKQxtLI8z1XWeQuRD,0.819,0.11,0.811,111.982,0.134,-7.423,0.0552,384894,8,0.308,0.0427
Lonely Heart,4iGjLLvo4Pax82YX3jE3Q1,0.786,0.0664,0.733,123.973,0.0,-4.283,0.0564,167527,8,0.81,0.0337
Ritmo,15223sfwoQj4IAJL8GSnfO,0.484,0.00094,0.858,115.684,0.00216,-5.679,0.372,183871,0,0.604,0.0917
Heaven Takes You Home (feat. Connie Constance),3nEHrvNNtgLv9rneTAYVr4,0.665,0.0124,0.738,125.037,0.00598,-5.931,0.0923,214071,0,0.0389,0.0379
About Damn Time - Purple Disco Machine Remix,4WIaDYUIlXsHi4yMF596aI,0.8,0.0531,0.771,118.991,0.0,-6.638,0.229,218476,10,0.886,0.123
Better,4ljGFqApJVMvkkhnVezg4K,0.593,0.000429,0.857,123.993,0.143,-7.088,0.192,213299,2,0.313,0.046
Highest Building (feat. Oklou),30afVBIbhnWYMU757iEleJ,0.414,0.414,0.68,74.203,8.13e-05,-3.328,0.0948,216818,8,0.51,0.0454
Summer In New York,5kyJ6sznnWACqHbw65p34Q,0.706,0.397,0.77,117.075,1.84e-05,-6.224,0.209,158549,10,0.967,0.0653
hollaback bitch (with Shygirl & Channel Tres),2LFLXzQe95ViTXZeq1WRdx,0.904,0.0177,0.825,123.048,0.00665,-5.675,0.124,203550,11,0.602,0.123
Something Real,2CDA3hjjG6o8CwrEsRBFjn,0.519,0.458,0.61,119.919,0.151,-10.808,0.191,229213,8,0.184,0.0608
Words (feat. Zara Larsson),1bgKMxPQU7JIZEhNsM1vFs,0.739,0.0245,0.586,124.026,0.000252,-5.079,0.308,142677,10,0.444,0.0472
He Goes Down,4Jxqo3meY7nbbnqa7cQY7p,0.782,0.0311,0.897,124.023,0.0104,-5.147,0.357,158710,1,0.572,0.141
The Fall,7hWt5I5sEA54Za6KKzislx,0.664,0.011,0.939,121.979,0.0142,-4.699,0.167,196022,0,0.285,0.0354
Belly Dancer,7fZBQnc0zXwVybgCIrQQil,0.845,0.0582,0.797,121.985,5.57e-06,-4.984,0.167,151475,1,0.422,0.139
In Chicago,5h2ED2Bw6lKWZDOuQTTSDG,0.73,0.00172,0.849,125.99,0.82,-6.899,0.159,186687,2,0.688,0.0378
Savage,76A1RRDEyHKtmV3Vh6PeVN,0.694,0.191,0.7,127.965,0.0,-5.53,0.0719,167500,0,0.261,0.0488
Escape (feat. Hayla),10oKSzRcwbZsog2uq2gb4b,0.66,0.179,0.799,126.08,0.000364,-6.934,0.701,240445,9,0.148,0.0719
Stay the Night,4qtdkdTY1t3RmlmSbWykzR,0.636,0.177,0.936,124.034,0.0,-2.65,0.0879,171955,7,0.415,0.0729
Chromatic,3FcKnF4nEwGxlwdAmRIogh,0.607,3.8e-05,0.914,128.032,0.162,-5.02,0.165,202524,0,0.781,0.0547
Sete,5B4gUqNKYgU38ULSWP5Bzj,0.736,0.0199,0.827,125.008,0.00828,-3.902,0.351,209760,6,0.814,0.0643
Till The End - Jonas Blue & Sam Feldt Present Endless Summer,42NgRCC7M5rfVNKXMaFitZ,0.522,0.00644,0.918,126.053,0.0023,-6.391,0.163,188571,1,0.251,0.0416
Move It,2YUVIkvZ2tPEZYTepX6oT9,0.796,0.000671,0.894,127.009,0.859,-1.883,0.0685,201260,0,0.619,0.0502
Drag Me Out,2SDG2dYcoW5ksPGsiFGt7V,0.879,0.0285,0.769,120.023,0.00171,-3.59,0.116,139616,9,0.751,0.0859
The Calling,4ANmPUsA3LAvOSP8xen6Vt,0.748,0.00867,0.873,124.995,0.151,-6.301,0.244,197760,6,0.348,0.0627
LET’S DO IT AGAIN - Radio Edit,06eFWpksA3M9qg8GeOGGBX,0.66,0.242,0.837,123.991,0.876,-7.415,0.0704,225495,2,0.302,0.0294
EYES,4ipoHe6bjN9IeXr8CGJYgR,0.818,0.175,0.433,119.993,0.00413,-10.853,0.124,212080,0,0.119,0.0702
GOOD TIMES,1WeqJkPY5rDIfyOKWfyuf5,0.627,0.0871,0.947,133.018,0.0203,-4.414,0.328,181312,11,0.654,0.0595
go - goddard. Remix,7kjANxR8XN4hCzLaSc2roy,0.728,0.222,0.689,89.973,6.14e-05,-6.601,0.107,192514,6,0.0473,0.13
Looking at Your Pager,0y6CoVW1ZSBqRmPbyfhFQs,0.708,0.236,0.872,140.063,0.0661,-6.719,0.108,174417,11,0.742,0.0336
Wasteland,0NmnFMWMkTETNANGpVVqyc,0.563,0.108,0.836,141.923,0.0,-3.901,0.243,183424,1,0.657,0.0903
Alive (with Calle Lehmann),4deWlPS9a4WH2UmdvsamrB,0.627,0.00527,0.869,124.962,5.3e-05,-3.966,0.104,222830,0,0.44,0.0335
If We’ll Ever Be Remembered,6wnzt59p7i8cAyuWl1avwr,0.502,0.0353,0.554,125.786,0.0,-5.788,0.62,210506,10,0.512,0.0317
Questions,1cgy2FSOQMbq7DHCVgMAUA,0.599,0.405,0.713,123.962,2.53e-05,-7.008,0.266,177157,11,0.518,0.0542
Just Say,1dHiSGzb9WFtDKnBFJs4KO,0.83,0.0465,0.419,119.993,0.0145,-9.76,0.0815,166000,5,0.511,0.063
We Will Meet Again,6VpRQDOM7nQ6viuVUSXWGn,0.401,0.367,0.786,134.87,0.0065,-6.455,0.134,201199,1,0.264,0.055
Mine O' Mine,6nATiM03z9hZ5aPF8pswNe,0.68,0.00205,0.842,128.015,0.00152,-6.748,0.334,193939,5,0.222,0.0331
I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),2LxdNADWier3MKTei8FbOY,0.686,0.0577,0.892,126.03,7.11e-06,-3.186,0.0838,157206,10,0.752,0.0498
LIGHTWAVES,46JbXTR6VNrnnoJJAsn6gN,0.647,0.0363,0.908,125.953,2.48e-06,-5.606,0.075,141453,10,0.163,0.0324
Come Around Again,55Y4oE6oE6XBT2e71vK2yA,0.589,0.0366,0.912,123.946,0.0,-3.878,0.0752,169108,9,0.426,0.0766
Waterfall,72EaWichAXl7tTulGwxCKO,0.691,0.0212,0.733,128.038,5.61e-05,-6.887,0.0894,232120,11,0.834,0.0572
Teardrops (feat. Majid Jordan),0pPpcDDIiVBeBS5jBecnSC,0.603,0.00113,0.899,125.001,0.00647,-4.784,0.0782,170982,6,0.705,0.0288
Let Me Take You,0q6ty9Ga2ebtTKa2C74jrC,0.874,0.00839,0.908,125.981,0.0891,-3.573,0.343,154762,6,0.905,0.0593
No One Dies From Love,62MosvjGMQY3HeGPFEsmM1,0.652,0.0717,0.801,121.099,1.22e-06,-6.632,0.264,186018,0,0.346,0.0576
Need U - Spotify Singles,6Ww581O9pklqs42MN4Da6q,0.745,0.0642,0.772,121.98,1.69e-06,-5.161,0.23,154018,11,0.788,0.0497
Love Letter (feat. The Knocks),26wuBc04catG1QQyYupr35,0.635,0.0948,0.835,109.987,0.0119,-2.876,0.285,253122,8,0.216,0.0589
Happy Music,3rh495Z2rIRwD316blea4f,0.777,0.0411,0.738,123.991,0.37,-5.861,0.0265,232625,11,0.887,0.0352
"Baby, We're Ascending",3Nn6tQg6gYqCMZR0IpiiFJ,0.429,0.00145,0.811,139.962,0.13,-7.91,0.502,387160,9,0.101,0.0468
Where you are (feat. WILLOW),4icnlpI5IbZcRO9mpixVVW,0.689,0.0965,0.872,134.994,0.000498,-4.786,0.117,153706,0,0.362,0.0477
Talk (with Royal & The Serpent),2OclKk08GDRSZbPF6M41XF,0.76,0.0345,0.707,123.98,0.00617,-5.48,0.115,192929,10,0.374,0.0313
Shivering (feat. Spiritbox),10Q3ASy9okYt85040yV46c,0.428,0.00594,0.907,149.955,1.71e-06,-3.063,0.129,300917,4,0.244,0.163
INTO THE UNKNOWN,7nHruG1y3zBupJG6F6UQtB,0.457,0.00127,0.954,127.969,0.778,-8.58,0.297,238125,8,0.0273,0.107
Consciousness,1DOuZaf52j4O1zlyQpxSQx,0.596,0.0775,0.837,125.93,0.806,-5.983,0.297,274552,7,0.0954,0.0488
Horizon,5dDHmJULJfgacnHLwK68xe,0.545,0.0205,0.816,172.021,0.897,-4.688,0.104,321480,5,0.194,0.0652
It's A Killa,2cAYjs1WvosMFadzTDmmzD,0.78,0.00356,0.914,125.986,0.00701,-5.283,0.151,200028,7,0.81,0.0435
Under The Sun,1eKSPMRzGdglxelX3kyrqc,0.633,0.0127,0.916,121.99,0.35,-6.699,0.13,208375,7,0.095,0.0357
Universal Consciousness,6cKTcheUC3OHDMI8QMKp08,0.738,0.00118,0.91,137.022,0.874,-8.938,0.0939,400625,9,0.124,0.107
Firefly,5n2xMZmypRAUKW4PkTMy9A,0.681,0.0014,0.6,140.981,0.00162,-8.616,0.114,198625,3,0.641,0.0397
My Paradise,5erkBzi1uzfVzRotIEDevu,0.749,0.0005,0.74,128.012,0.154,-8.528,0.112,211029,10,0.887,0.0313
Rizzla,3mJyZXpI7SKiOA4l0pSm0v,0.763,0.0043,0.806,129.043,0.0,-6.204,0.0776,217749,0,0.791,0.0498
Burn This House,5HYOVRe3chMbHoFnGxdxWC,0.745,0.0367,0.873,125.982,0.298,-7.619,0.315,215303,1,0.718,0.0448
Love Is A State Of Mind (feat. Ramona Renea),3hHsgBxrmN6e4UJ4TaRpFf,0.868,0.0117,0.772,124.994,0.00173,-7.053,0.0592,193860,1,0.652,0.0929
No Excuses,3gw91o4at6nDzewF9Hxzs7,0.678,0.105,0.732,87.495,1.56e-05,-5.696,0.306,222453,4,0.337,0.0465
Loved By U,1SldN7GTd0ADTjspv96wCl,0.58,0.099,0.895,116.953,0.0117,-5.224,0.0911,207813,3,0.356,0.0396
I Go - DJ Koze Remix,3GHJ47kr5h2nisPvaRGBFT,0.822,0.0498,0.551,123.989,0.26,-9.871,0.217,329996,1,0.642,0.062
Salvation,67RXcunSfFbRKLxo3JjlPs,0.564,0.0012,0.868,125.045,6.12e-05,-6.839,0.212,187320,5,0.272,0.0433
Crazy What Love Can Do,1WCEAGGRD066z2Q89ObXTq,0.601,0.0282,0.713,122.872,0.0,-3.758,0.158,169756,4,0.464,0.0449
Love You Back,5wM6LOw2U6XeIFHfsgI6wU,0.511,0.00454,0.718,106.016,9.61e-05,-7.46,0.0913,214104,11,0.274,0.0367
Madness,3Uh7yYNERtRGfCnxIajStW,0.721,0.0456,0.696,110.045,0.0,-5.79,0.239,178909,0,0.247,0.0459
Time to Groove (feat. Nonô),20b1ZBMGOZjuGvNFncIIP7,0.624,0.000983,0.94,128.014,0.00409,-3.671,0.313,146849,11,0.882,0.163
You Got The Love (feat. Jules Buckley & The Heritage Orchestra) - Tiësto Remix,3N50cZLMLohd9DcGA4LIMp,0.566,0.0398,0.821,126.097,0.0,-3.195,0.0842,186190,6,0.257,0.103
Clap Your Hands,7g7OshelYRRnOSEMmisJVI,0.878,0.0507,0.875,124.006,3.42e-05,-4.923,0.356,189880,1,0.84,0.0658
We Don’t Need - Club Edit,3hp1sx2wqHipS9fanoPrzV,0.729,0.00473,0.811,124.997,0.0354,-6.829,0.644,158463,0,0.399,0.0307
Say It Again,0dDGl66J8riMFyp2yUn88W,0.635,0.199,0.983,132.004,0.852,-6.252,0.419,207273,1,0.035,0.0516
Sinner,3kyskiCpYM2ALQUSEShFMY,0.721,0.0455,0.78,126.974,0.083,-6.935,0.138,238357,8,0.725,0.0403
Rainfall (Praise You),1M8t1j3Kv2qp97bdq5q4Vl,0.767,0.14,0.862,128.039,0.0092,-5.464,0.252,166570,5,0.509,0.0606
Speed Trials On Acid (feat. Dan Diamond),3fdKyjUyrinYOZzf2788Tk,0.598,0.0213,0.962,132.015,0.00278,-8.118,0.0872,203372,6,0.88,0.0714
words,0MjMYoSWmtVYAhv1Uj3zQO,0.725,0.0599,0.957,134.026,0.00473,-4.699,0.0869,189960,6,0.678,0.0502
Lights Go Down (with SIDEPIECE),2Oz13asNMRrqP0oHH5Nq1l,0.893,0.00297,0.82,123.003,0.8,-3.938,0.0514,183460,3,0.778,0.0579
CRY,1xeOJfKycH2GR5UDwDNjzu,0.626,0.0704,0.672,173.958,0.463,-6.806,0.131,148297,1,0.0389,0.0689
Is It You,4jlS72eGLijzfr7PymxDYi,0.688,0.0381,0.672,126.978,0.55,-11.72,0.315,159010,1,0.155,0.0704
Silenced,2sUkEAXJBIvh9EvuuOOKuW,0.594,0.035,0.92,121.97,0.0358,-6.399,0.22,232246,10,0.0356,0.0509
Ininna Tora,2iQMxfQyEyypb0MCFYaLlE,0.731,0.0581,0.893,137.998,0.675,-3.826,0.2,204599,0,0.522,0.0828
Temptation (feat. Poppy Baskcomb),3fvsxmytTns1ApIWBqfANZ,0.744,0.0195,0.703,125.023,0.00449,-8.111,0.141,172197,3,0.819,0.048
Wish It Was You,3Dr0xDJwXy6JkiHNJfv5zd,0.644,0.0927,0.616,124.957,0.0,-3.928,0.105,192000,1,0.467,0.0391
<maybe> it's my fault,4w5wkuwuCByenZ6QufdeQN,0.45,0.000921,0.968,154.011,2.09e-05,-4.018,0.121,159833,1,0.487,0.0507
Faded Out (feat. Within Temptation),5l4DU5tgUtLqFSxir6y0dp,0.478,0.000151,0.937,74.966,0.0,-4.775,0.198,185542,8,0.526,0.0938
